0	838	0.0	0.0
1	6325	0.0	0.0
2	7606	0.0	0.0
3	5625	0.025	0.0625
4	5440	0.02	0.05
5	1534	0.016666666666666666	0.041666666666666664
6	1304	0.014285714285714287	0.03571428571428571
7	4712	0.0125	0.03125
8	1346	0.022222222222222223	0.03431372549019608
9	5544	0.02	0.030882352941176472
10	6733	0.02727272727272728	0.043226381461675574
11	7095	0.025000000000000005	0.039624183006535946
12	6843	0.02307692307692308	0.0365761689291101
13	6487	0.028571428571428574	0.04824929971988796
14	1170	0.02666666666666667	0.04503267973856209
15	5026	0.025	0.04221813725490196
16	4567	0.023529411764705882	0.039734717416378317
17	2233	0.022222222222222223	0.03752723311546841
18	16	0.02631578947368421	0.03884158926728586
19	1979	0.025	0.03689950980392157
20	5293	0.03333333333333333	0.05419000933706817
21	1328	0.031818181818181815	0.05172682709447416
22	5299	0.03043478260869565	0.04947783461210572
23	6776	0.02916666666666667	0.047416258169934646
24	3830	0.028000000000000004	0.045519607843137265
25	552	0.026923076923076925	0.04376885369532429
26	6171	0.02962962962962963	0.049555192447349315
27	2230	0.028571428571428574	0.04778536414565827
28	2166	0.027586206896551727	0.04613759296822178
29	1555	0.030000000000000002	0.05126633986928105
30	7225	0.02903225806451613	0.04961258697027198
31	2332	0.03125	0.049798304738562095
32	6208	0.030303030303030304	0.04828926520102991
33	6157	0.03529411764705882	0.05863369857747021
34	7468	0.03428571428571429	0.05695845004668535
35	7571	0.03333333333333333	0.055376270878721864
36	5937	0.032432432432432434	0.05387961490902668
37	5100	0.034210526315789476	0.05772488820089441
38	5337	0.03333333333333333	0.05624476286240993
39	1599	0.0325	0.054838643790849684
40	1945	0.03170731707317073	0.053501115893511884
41	3691	0.030952380952380953	0.052227279800809226
42	1925	0.030232558139534883	0.05101269189846482
43	854	0.029545454545454545	0.049853312537136076
44	5831	0.02888888888888889	0.04874546114742194
45	3818	0.02826086956521739	0.04768577720943451
46	4397	0.027659574468085108	0.046671186204978454
47	500	0.03125	0.04890399803083626
48	4491	0.030612244897959183	0.04790595725469675
49	1237	0.03	0.04694783810960281
50	2072	0.029411764705882353	0.04602729226431648
51	4580	0.028846153846153848	0.04514215202846424
52	2632	0.02830188679245283	0.04429041331094605
53	3450	0.027777777777777776	0.043470220471854455
54	329	0.02909090909090909	0.04433274538889512
55	6029	0.028571428571428574	0.043541089221236284
56	2890	0.028070175438596492	0.04277721046296898
